Time,Temperature
13-Jul-2023 06:17:32,24.7578
13-Jul-2023 06:17:42,24.7656
13-Jul-2023 06:17:52,24.7422
13-Jul-2023 06:18:02,24.7422
13-Jul-2023 06:18:12,24.7109
13-Jul-2023 06:18:22,24.7578
13-Jul-2023 06:18:32,24.7188
13-Jul-2023 06:18:42,24.7422
13-Jul-2023 06:18:52,24.7891
13-Jul-2023 06:19:02,24.7656
13-Jul-2023 06:19:12,24.7578
13-Jul-2023 06:19:22,24.7734
13-Jul-2023 06:19:32,24.7734
13-Jul-2023 06:19:42,24.75
13-Jul-2023 06:19:52,24.7266
13-Jul-2023 06:20:02,24.7734
13-Jul-2023 06:20:12,24.7578
13-Jul-2023 06:20:22,24.7422
13-Jul-2023 06:20:32,24.7422
13-Jul-2023 06:20:42,24.7109
13-Jul-2023 06:20:52,24.75
13-Jul-2023 06:21:02,24.75
13-Jul-2023 06:21:12,24.7578
13-Jul-2023 06:21:22,24.7422
13-Jul-2023 06:21:32,24.7578
13-Jul-2023 06:21:42,24.7422
13-Jul-2023 06:21:52,24.7734
13-Jul-2023 06:22:02,24.7734
13-Jul-2023 06:22:12,24.7656
13-Jul-2023 06:22:22,24.7266
13-Jul-2023 06:22:32,24.75
13-Jul-2023 06:22:42,24.75
13-Jul-2023 06:22:52,24.7266
13-Jul-2023 06:23:02,24.7422
13-Jul-2023 06:23:12,24.7734
13-Jul-2023 06:23:22,24.7578
13-Jul-2023 06:23:32,24.75
13-Jul-2023 06:23:42,24.75
13-Jul-2023 06:23:52,24.7812
13-Jul-2023 06:24:02,24.7891
13-Jul-2023 06:24:12,24.8125
13-Jul-2023 06:24:22,24.7969
13-Jul-2023 06:24:32,24.7891
13-Jul-2023 06:24:42,24.7969
13-Jul-2023 06:24:52,24.7969
13-Jul-2023 06:25:02,24.8125
13-Jul-2023 06:25:12,24.8359
13-Jul-2023 06:25:22,24.8281
13-Jul-2023 06:25:32,24.8438
13-Jul-2023 06:25:42,24.8203
13-Jul-2023 06:25:52,24.8438
13-Jul-2023 06:26:02,24.875
13-Jul-2023 06:26:12,24.8828
13-Jul-2023 06:26:22,24.875
13-Jul-2023 06:26:32,24.8516
13-Jul-2023 06:26:42,24.8672
13-Jul-2023 06:26:52,24.8828
13-Jul-2023 06:27:02,24.8984
13-Jul-2023 06:27:12,24.8984
13-Jul-2023 06:27:22,24.9062
13-Jul-2023 06:27:32,24.9062
13-Jul-2023 06:27:42,24.9297
13-Jul-2023 06:27:52,24.9609
13-Jul-2023 06:28:02,24.9766
13-Jul-2023 06:28:12,24.9531
13-Jul-2023 06:28:22,24.9531
13-Jul-2023 06:28:32,24.9766
13-Jul-2023 06:28:42,24.9766
13-Jul-2023 06:28:52,24.9688
13-Jul-2023 06:29:02,24.9688
13-Jul-2023 06:29:12,24.9688
13-Jul-2023 06:29:22,25.0156
13-Jul-2023 06:29:32,24.9922
13-Jul-2023 06:29:42,25.0156
13-Jul-2023 06:29:52,25.0234
13-Jul-2023 06:30:02,25.0234
13-Jul-2023 06:30:12,25.0391
13-Jul-2023 06:30:22,25.0469
13-Jul-2023 06:30:32,25.0625
13-Jul-2023 06:30:42,25.0703
13-Jul-2023 06:30:52,25.0859
13-Jul-2023 06:31:02,25.0938
13-Jul-2023 06:31:12,25.0859
13-Jul-2023 06:31:22,25.0703
13-Jul-2023 06:31:32,25.0938
13-Jul-2023 06:31:42,25.0859
13-Jul-2023 06:31:52,25.0703
13-Jul-2023 06:32:02,25.0938
13-Jul-2023 06:32:12,25.0859
13-Jul-2023 06:32:22,25.0938
13-Jul-2023 06:32:32,25.0938
13-Jul-2023 06:32:42,25.0859
13-Jul-2023 06:32:52,25.1016
13-Jul-2023 06:33:02,25.1172
13-Jul-2023 06:33:12,25.125
13-Jul-2023 06:33:22,25.1328
13-Jul-2023 06:33:32,25.1016
13-Jul-2023 06:33:42,25.1172
13-Jul-2023 06:33:52,25.1172
13-Jul-2023 06:34:02,25.1172
13-Jul-2023 06:34:12,25.1172
13-Jul-2023 06:34:22,25.1172
13-Jul-2023 06:34:32,25.1328
13-Jul-2023 06:34:42,25.1328
13-Jul-2023 06:34:53,25.1484
13-Jul-2023 06:35:03,25.1406
13-Jul-2023 06:35:13,25.1328
13-Jul-2023 06:35:23,25.1406
13-Jul-2023 06:35:33,25.1406
13-Jul-2023 06:35:43,25.1406
13-Jul-2023 06:35:53,25.1484
13-Jul-2023 06:36:03,25.1406
13-Jul-2023 06:36:13,25.1406
13-Jul-2023 06:36:23,25.1328
13-Jul-2023 06:36:33,25.1406
13-Jul-2023 06:36:43,25.1328
13-Jul-2023 06:36:53,25.1484
13-Jul-2023 06:37:03,25.1562
13-Jul-2023 06:37:13,25.1562
13-Jul-2023 06:37:23,25.1641
13-Jul-2023 06:37:33,25.1562
13-Jul-2023 06:37:43,25.1719
13-Jul-2023 06:37:53,25.1797
13-Jul-2023 06:38:03,25.1719
13-Jul-2023 06:38:13,25.2031
13-Jul-2023 06:38:23,25.1875
13-Jul-2023 06:38:33,25.1875
13-Jul-2023 06:38:43,25.1953
13-Jul-2023 06:38:53,25.1875
13-Jul-2023 06:39:03,25.2188
13-Jul-2023 06:39:13,25.2344
13-Jul-2023 06:39:23,25.2109
13-Jul-2023 06:39:33,25.2031
13-Jul-2023 06:39:43,25.2344
13-Jul-2023 06:39:53,25.2344
13-Jul-2023 06:40:03,25.2188
13-Jul-2023 06:40:13,25.25
13-Jul-2023 06:40:23,25.2422
13-Jul-2023 06:40:33,25.2188
13-Jul-2023 06:40:43,25.2344
13-Jul-2023 06:40:53,25.2188
13-Jul-2023 06:41:03,25.25
13-Jul-2023 06:41:13,25.2656
13-Jul-2023 06:41:23,25.2734
13-Jul-2023 06:41:33,25.2969
13-Jul-2023 06:41:43,25.3125
13-Jul-2023 06:41:53,25.2969
13-Jul-2023 06:42:03,25.2734
13-Jul-2023 06:42:13,25.2891
13-Jul-2023 06:42:23,25.2891
13-Jul-2023 06:42:33,25.2812
13-Jul-2023 06:42:43,25.2969
13-Jul-2023 06:42:53,25.2969
13-Jul-2023 06:43:03,25.2891
13-Jul-2023 06:43:13,25.2734
13-Jul-2023 06:43:23,25.2891
13-Jul-2023 06:43:33,25.2812
13-Jul-2023 06:43:43,25.2969
13-Jul-2023 06:43:53,25.3125
13-Jul-2023 06:44:03,25.2969
13-Jul-2023 06:44:13,25.3047
13-Jul-2023 06:44:23,25.3281
13-Jul-2023 06:44:33,25.3594
13-Jul-2023 06:44:43,25.3438
13-Jul-2023 06:44:53,25.3594
13-Jul-2023 06:45:03,25.3906
13-Jul-2023 06:45:13,25.3672
13-Jul-2023 06:45:23,25.3672
13-Jul-2023 06:45:33,25.3438
13-Jul-2023 06:45:43,25.3438
13-Jul-2023 06:45:53,25.3438
13-Jul-2023 06:46:03,25.3438
13-Jul-2023 06:46:13,25.375
13-Jul-2023 06:46:23,25.3984
13-Jul-2023 06:46:33,25.4062
13-Jul-2023 06:46:43,25.3984
13-Jul-2023 06:46:53,25.3984
13-Jul-2023 06:47:03,25.375
13-Jul-2023 06:47:13,25.3984
13-Jul-2023 06:47:23,25.3906
13-Jul-2023 06:47:33,25.3984
13-Jul-2023 06:47:43,25.4062
13-Jul-2023 06:47:53,25.3984
13-Jul-2023 06:48:03,25.4141
13-Jul-2023 06:48:13,25.4375
13-Jul-2023 06:48:23,25.4062
13-Jul-2023 06:48:33,25.4141
13-Jul-2023 06:48:43,25.4062
13-Jul-2023 06:48:53,25.3906
13-Jul-2023 06:49:03,25.3984
13-Jul-2023 06:49:13,25.4219
13-Jul-2023 06:49:23,25.4453
13-Jul-2023 06:49:33,25.4297
13-Jul-2023 06:49:43,25.4141
13-Jul-2023 06:49:53,25.4219
13-Jul-2023 06:50:03,25.4375
13-Jul-2023 06:50:13,25.4453
13-Jul-2023 06:50:23,25.4297
13-Jul-2023 06:50:33,25.4375
13-Jul-2023 06:50:43,25.4453
13-Jul-2023 06:50:53,25.4297
13-Jul-2023 06:51:03,25.4609
13-Jul-2023 06:51:13,25.4531
13-Jul-2023 06:51:23,25.4531
13-Jul-2023 06:51:33,25.4844
13-Jul-2023 06:51:43,25.4844
13-Jul-2023 06:51:53,25.4688
13-Jul-2023 06:52:03,25.4922
13-Jul-2023 06:52:13,25.5078
13-Jul-2023 06:52:23,25.4844
13-Jul-2023 06:52:33,25.4922
13-Jul-2023 06:52:43,25.4922
13-Jul-2023 06:52:53,25.5078
13-Jul-2023 06:53:03,25.4844
13-Jul-2023 06:53:13,25.4609
13-Jul-2023 06:53:23,25.4609
13-Jul-2023 06:53:33,25.4531
13-Jul-2023 06:53:43,25.4219
13-Jul-2023 06:53:53,25.4219
13-Jul-2023 06:54:03,25.4375
13-Jul-2023 06:54:13,25.4375
13-Jul-2023 06:54:23,25.4297
13-Jul-2023 06:54:33,25.4219
13-Jul-2023 06:54:43,25.4219
13-Jul-2023 06:54:53,25.4297
13-Jul-2023 06:55:03,25.4297
13-Jul-2023 06:55:13,25.4219
13-Jul-2023 06:55:23,25.4219
13-Jul-2023 06:55:33,25.4141
13-Jul-2023 06:55:43,25.4141
13-Jul-2023 06:55:53,25.4141
13-Jul-2023 06:56:03,25.3906
13-Jul-2023 06:56:13,25.3906
13-Jul-2023 06:56:23,25.375
13-Jul-2023 06:56:33,25.375
13-Jul-2023 06:56:43,25.3359
13-Jul-2023 06:56:53,25.3828
13-Jul-2023 06:57:03,25.3672
13-Jul-2023 06:57:13,25.3594
13-Jul-2023 06:57:23,25.3359
13-Jul-2023 06:57:33,25.3359
13-Jul-2023 06:57:43,25.3359
13-Jul-2023 06:57:53,25.3594
13-Jul-2023 06:58:03,25.3672
13-Jul-2023 06:58:13,25.3438
13-Jul-2023 06:58:23,25.3281
13-Jul-2023 06:58:33,25.3594
13-Jul-2023 06:58:43,25.3203
13-Jul-2023 06:58:53,25.3047
13-Jul-2023 06:59:03,25.3594
13-Jul-2023 06:59:13,25.3281
13-Jul-2023 06:59:23,25.3438
13-Jul-2023 06:59:33,25.3438
13-Jul-2023 06:59:43,25.3359
13-Jul-2023 06:59:53,25.3281
13-Jul-2023 07:00:03,25.3125
13-Jul-2023 07:00:13,25.3359
13-Jul-2023 07:00:23,25.3125
13-Jul-2023 07:00:33,25.3203
13-Jul-2023 07:00:43,25.3359
13-Jul-2023 07:00:53,25.3359
13-Jul-2023 07:01:03,25.3359
13-Jul-2023 07:01:13,25.3281
13-Jul-2023 07:01:23,25.3125
13-Jul-2023 07:01:33,25.3203
13-Jul-2023 07:01:43,25.3203
13-Jul-2023 07:01:53,25.3047
13-Jul-2023 07:02:03,25.2891
13-Jul-2023 07:02:13,25.3047
13-Jul-2023 07:02:24,25.3047
13-Jul-2023 07:02:34,25.3203
13-Jul-2023 07:02:44,25.3438
13-Jul-2023 07:02:54,25.3359
13-Jul-2023 07:03:04,25.3125
13-Jul-2023 07:03:14,25.3594
13-Jul-2023 07:03:24,25.3594
13-Jul-2023 07:03:34,25.3594
13-Jul-2023 07:03:44,25.3047
13-Jul-2023 07:03:54,25.3359
13-Jul-2023 07:04:04,25.3281
13-Jul-2023 07:04:14,25.3281
13-Jul-2023 07:04:24,25.3359
13-Jul-2023 07:04:34,25.3359
13-Jul-2023 07:04:44,25.3359
13-Jul-2023 07:04:54,25.3125
13-Jul-2023 07:05:04,25.3125
13-Jul-2023 07:05:14,25.2656
13-Jul-2023 07:05:24,25.25
13-Jul-2023 07:05:34,25.2344
13-Jul-2023 07:05:44,25.2656
13-Jul-2023 07:05:54,25.2891
13-Jul-2023 07:06:04,25.2656
13-Jul-2023 07:06:14,25.2656
13-Jul-2023 07:06:24,25.2656
13-Jul-2023 07:06:34,25.2734
13-Jul-2023 07:06:44,25.2891
13-Jul-2023 07:06:54,25.2891
13-Jul-2023 07:07:04,25.3125
13-Jul-2023 07:07:14,25.3125
13-Jul-2023 07:07:24,25.3047
13-Jul-2023 07:07:34,25.3047
13-Jul-2023 07:07:44,25.2891
13-Jul-2023 07:07:54,25.2969
13-Jul-2023 07:08:04,25.3203
13-Jul-2023 07:08:14,25.3359
13-Jul-2023 07:08:24,25.2812
13-Jul-2023 07:08:34,25.2422
13-Jul-2023 07:08:44,25.2578
13-Jul-2023 07:08:54,25.2578
13-Jul-2023 07:09:04,25.2891
13-Jul-2023 07:09:14,25.2812
13-Jul-2023 07:09:24,25.2969
13-Jul-2023 07:09:34,25.3359
13-Jul-2023 07:09:44,25.3203
13-Jul-2023 07:09:54,25.3281
13-Jul-2023 07:10:04,25.3438
13-Jul-2023 07:10:14,25.3594
13-Jul-2023 07:10:24,25.3672
13-Jul-2023 07:10:34,25.3594
13-Jul-2023 07:10:44,25.3672
13-Jul-2023 07:10:54,25.3594
13-Jul-2023 07:11:04,25.3594
13-Jul-2023 07:11:14,25.3594
13-Jul-2023 07:11:24,25.3438
13-Jul-2023 07:11:34,25.3828
13-Jul-2023 07:11:44,25.3438
13-Jul-2023 07:11:54,25.3672
13-Jul-2023 07:12:04,25.3438
13-Jul-2023 07:12:14,25.3828
13-Jul-2023 07:12:24,25.3594
13-Jul-2023 07:12:34,25.3672
13-Jul-2023 07:12:44,25.3438
13-Jul-2023 07:12:54,25.3672
13-Jul-2023 07:13:04,25.375
13-Jul-2023 07:13:14,25.3672
13-Jul-2023 07:13:24,25.3125
13-Jul-2023 07:13:34,25.3281
13-Jul-2023 07:13:44,25.3359
13-Jul-2023 07:13:54,25.3203
13-Jul-2023 07:14:04,25.3672
13-Jul-2023 07:14:14,25.3828
13-Jul-2023 07:14:24,25.3906
13-Jul-2023 07:14:34,25.3828
13-Jul-2023 07:14:44,25.3984
13-Jul-2023 07:14:54,25.3906
13-Jul-2023 07:15:04,25.3984
13-Jul-2023 07:15:14,25.3906
13-Jul-2023 07:15:24,25.4062
13-Jul-2023 07:15:34,25.4141
13-Jul-2023 07:15:44,25.3984
13-Jul-2023 07:15:54,25.3828
13-Jul-2023 07:16:04,25.3828
13-Jul-2023 07:16:14,25.3828
13-Jul-2023 07:16:24,25.4062
13-Jul-2023 07:16:34,25.3906
13-Jul-2023 07:16:44,25.3984
13-Jul-2023 07:16:54,25.4141
13-Jul-2023 07:17:04,25.4062
13-Jul-2023 07:17:14,25.4062
13-Jul-2023 07:17:24,25.3828
13-Jul-2023 07:17:34,25.4297
13-Jul-2023 07:17:44,25.4219
13-Jul-2023 07:17:54,25.3906
13-Jul-2023 07:18:04,25.375
13-Jul-2023 07:18:14,25.3672
13-Jul-2023 07:18:24,25.3281
13-Jul-2023 07:18:34,25.3281
13-Jul-2023 07:18:44,25.3203
13-Jul-2023 07:18:54,25.3281
13-Jul-2023 07:19:04,25.3047
13-Jul-2023 07:19:14,25.3281
13-Jul-2023 07:19:24,25.3359
13-Jul-2023 07:19:34,25.3672
13-Jul-2023 07:19:44,25.3281
13-Jul-2023 07:19:54,25.3672
13-Jul-2023 07:20:04,25.3984
13-Jul-2023 07:20:14,25.3828
13-Jul-2023 07:20:24,25.3594
13-Jul-2023 07:20:34,25.3906
13-Jul-2023 07:20:44,25.3359
13-Jul-2023 07:20:54,25.3359
13-Jul-2023 07:21:04,25.375
13-Jul-2023 07:21:14,25.3594
13-Jul-2023 07:21:24,25.3594
13-Jul-2023 07:21:34,25.3438
13-Jul-2023 07:21:44,25.3594
13-Jul-2023 07:21:54,25.3047
13-Jul-2023 07:22:04,25.3125
13-Jul-2023 07:22:14,25.3125
13-Jul-2023 07:22:24,25.2891
13-Jul-2023 07:22:34,25.2969
13-Jul-2023 07:22:44,25.3125
13-Jul-2023 07:22:54,25.3125
13-Jul-2023 07:23:04,25.3047
13-Jul-2023 07:23:14,25.3281
13-Jul-2023 07:23:24,25.2969
13-Jul-2023 07:23:34,25.2969
13-Jul-2023 07:23:44,25.3047
13-Jul-2023 07:23:54,25.3047
13-Jul-2023 07:24:04,25.2891
13-Jul-2023 07:24:14,25.2734
13-Jul-2023 07:24:24,25.2969
13-Jul-2023 07:24:34,25.2734
13-Jul-2023 07:24:44,25.2812
13-Jul-2023 07:24:54,25.2812
13-Jul-2023 07:25:04,25.2578
13-Jul-2023 07:25:14,25.2812
13-Jul-2023 07:25:24,25.2891
13-Jul-2023 07:25:34,25.2656
13-Jul-2023 07:25:44,25.2656
13-Jul-2023 07:25:54,25.2734
13-Jul-2023 07:26:04,25.2812
13-Jul-2023 07:26:14,25.2969
13-Jul-2023 07:26:24,25.2812
13-Jul-2023 07:26:34,25.2969
13-Jul-2023 07:26:44,25.2969
13-Jul-2023 07:26:54,25.3125
13-Jul-2023 07:27:04,25.3125
13-Jul-2023 07:27:14,25.3125
13-Jul-2023 07:27:24,25.2969
13-Jul-2023 07:27:34,25.2891
13-Jul-2023 07:27:44,25.2891
13-Jul-2023 07:27:54,25.2891
13-Jul-2023 07:28:04,25.2891
13-Jul-2023 07:28:14,25.2812
13-Jul-2023 07:28:24,25.2656
13-Jul-2023 07:28:34,25.2656
13-Jul-2023 07:28:44,25.2422
13-Jul-2023 07:28:54,25.2422
13-Jul-2023 07:29:04,25.2812
13-Jul-2023 07:29:14,25.2812
13-Jul-2023 07:29:24,25.2734
13-Jul-2023 07:29:34,25.2734
13-Jul-2023 07:29:45,25.2734
13-Jul-2023 07:29:55,25.2734
13-Jul-2023 07:30:05,25.25
13-Jul-2023 07:30:15,25.2344
13-Jul-2023 07:30:25,25.2422
13-Jul-2023 07:30:35,25.2578
13-Jul-2023 07:30:45,25.2578
13-Jul-2023 07:30:55,25.2578
13-Jul-2023 07:31:05,25.25
13-Jul-2023 07:31:15,25.2734
13-Jul-2023 07:31:25,25.2422
13-Jul-2023 07:31:35,25.2422
13-Jul-2023 07:31:45,25.2031
13-Jul-2023 07:31:55,25.2422
13-Jul-2023 07:32:05,25.2109
13-Jul-2023 07:32:15,25.2109
13-Jul-2023 07:32:25,25.2031
13-Jul-2023 07:32:35,25.1953
13-Jul-2023 07:32:45,25.2109
13-Jul-2023 07:32:55,25.2031
13-Jul-2023 07:33:05,25.2031
13-Jul-2023 07:33:15,25.2109
13-Jul-2023 07:33:25,25.2188
13-Jul-2023 07:33:35,25.2031
13-Jul-2023 07:33:45,25.1953
13-Jul-2023 07:33:55,25.2109
13-Jul-2023 07:34:05,25.25
13-Jul-2023 07:34:15,25.2188
13-Jul-2023 07:34:25,25.2188
13-Jul-2023 07:34:35,25.2188
13-Jul-2023 07:34:45,25.2344
13-Jul-2023 07:34:55,25.2734
13-Jul-2023 07:35:05,25.25
13-Jul-2023 07:35:15,25.2344
13-Jul-2023 07:35:25,25.2422
13-Jul-2023 07:35:35,25.2344
13-Jul-2023 07:35:45,25.2188
13-Jul-2023 07:35:55,25.2656
13-Jul-2023 07:36:05,25.2188
13-Jul-2023 07:36:15,25.2188
13-Jul-2023 07:36:25,25.2031
13-Jul-2023 07:36:35,25.2188
13-Jul-2023 07:36:45,25.2109
13-Jul-2023 07:36:55,25.2188
13-Jul-2023 07:37:05,25.25
13-Jul-2023 07:37:15,25.2656
13-Jul-2023 07:37:25,25.2422
13-Jul-2023 07:37:35,25.2188
13-Jul-2023 07:37:45,25.2422
13-Jul-2023 07:37:55,25.2422
13-Jul-2023 07:38:05,25.1953
13-Jul-2023 07:38:15,25.1797
13-Jul-2023 07:38:25,25.1875
13-Jul-2023 07:38:35,25.1953
13-Jul-2023 07:38:45,25.2031
13-Jul-2023 07:38:55,25.2031
13-Jul-2023 07:39:05,25.2188
13-Jul-2023 07:39:15,25.25
13-Jul-2023 07:39:25,25.25
13-Jul-2023 07:39:35,25.2422
13-Jul-2023 07:39:45,25.2422
13-Jul-2023 07:39:55,25.2031
13-Jul-2023 07:40:05,25.2188
13-Jul-2023 07:40:15,25.2031
13-Jul-2023 07:40:25,25.2188
13-Jul-2023 07:40:35,25.2031
13-Jul-2023 07:40:45,25.1953
13-Jul-2023 07:40:55,25.2031
13-Jul-2023 07:41:05,25.2031
13-Jul-2023 07:41:15,25.2109
13-Jul-2023 07:41:25,25.2031
13-Jul-2023 07:41:35,25.2109
13-Jul-2023 07:41:45,25.25
13-Jul-2023 07:41:55,25.25
13-Jul-2023 07:42:05,25.2344
13-Jul-2023 07:42:15,25.2422
13-Jul-2023 07:42:25,25.2422
13-Jul-2023 07:42:35,25.2109
13-Jul-2023 07:42:45,25.2188
13-Jul-2023 07:42:55,25.2422
13-Jul-2023 07:43:05,25.2188
13-Jul-2023 07:43:15,25.2344
13-Jul-2023 07:43:25,25.1953
13-Jul-2023 07:43:35,25.1953
13-Jul-2023 07:43:45,25.2109
13-Jul-2023 07:43:55,25.1953
13-Jul-2023 07:44:05,25.2109
13-Jul-2023 07:44:15,25.1797
13-Jul-2023 07:44:25,25.1953
13-Jul-2023 07:44:35,25.1797
13-Jul-2023 07:44:45,25.1875
13-Jul-2023 07:44:55,25.2188
13-Jul-2023 07:45:05,25.1875
13-Jul-2023 07:45:15,25.1797
13-Jul-2023 07:45:25,25.1562
13-Jul-2023 07:45:35,25.1484
13-Jul-2023 07:45:45,25.1406
13-Jul-2023 07:45:55,25.1406
13-Jul-2023 07:46:05,25.1641
13-Jul-2023 07:46:15,25.1406
13-Jul-2023 07:46:25,25.1562
13-Jul-2023 07:46:35,25.1875
13-Jul-2023 07:46:45,25.1406
13-Jul-2023 07:46:55,25.1562
13-Jul-2023 07:47:05,25.1797
13-Jul-2023 07:47:15,25.1406
13-Jul-2023 07:47:25,25.1562
13-Jul-2023 07:47:35,25.1641
13-Jul-2023 07:47:45,25.1641
13-Jul-2023 07:47:55,25.1484
13-Jul-2023 07:48:05,25.1562
13-Jul-2023 07:48:15,25.1562
13-Jul-2023 07:48:25,25.1484
13-Jul-2023 07:48:35,25.1328
13-Jul-2023 07:48:45,25.1328
13-Jul-2023 07:48:55,25.1406
13-Jul-2023 07:49:05,25.1406
13-Jul-2023 07:49:15,25.1484
13-Jul-2023 07:49:25,25.1484
13-Jul-2023 07:49:35,25.1172
13-Jul-2023 07:49:45,25.125
13-Jul-2023 07:49:55,25.0781
13-Jul-2023 07:50:05,25.1172
13-Jul-2023 07:50:15,25.125
13-Jul-2023 07:50:25,25.125
13-Jul-2023 07:50:35,25.0938
13-Jul-2023 07:50:45,25.0781
13-Jul-2023 07:50:55,25.1016
13-Jul-2023 07:51:05,25.0859
13-Jul-2023 07:51:15,25.0703
13-Jul-2023 07:51:25,25.0625
13-Jul-2023 07:51:35,25.0859
13-Jul-2023 07:51:45,25.0938
13-Jul-2023 07:51:55,25.0703
13-Jul-2023 07:52:05,25.0781
13-Jul-2023 07:52:15,25.0859
13-Jul-2023 07:52:25,25.0781
13-Jul-2023 07:52:35,25.1172
13-Jul-2023 07:52:45,25.0859
13-Jul-2023 07:52:55,25.0781
13-Jul-2023 07:53:05,25.0938
13-Jul-2023 07:53:15,25.1016
13-Jul-2023 07:53:25,25.0859
13-Jul-2023 07:53:35,25.1016
13-Jul-2023 07:53:45,25.0625
13-Jul-2023 07:53:55,25.0625
13-Jul-2023 07:54:05,25.0625
13-Jul-2023 07:54:15,25.0625
13-Jul-2023 07:54:25,25.0703
13-Jul-2023 07:54:35,25.0547
13-Jul-2023 07:54:45,25.0781
13-Jul-2023 07:54:55,25.0859
13-Jul-2023 07:55:05,25.0781
13-Jul-2023 07:55:15,25.0703
13-Jul-2023 07:55:25,25.0781
13-Jul-2023 07:55:35,25.0703
13-Jul-2023 07:55:45,25.0625
13-Jul-2023 07:55:55,25.0625
13-Jul-2023 07:56:05,25.0625
13-Jul-2023 07:56:15,25.0703
13-Jul-2023 07:56:25,25.0781
13-Jul-2023 07:56:35,25.0625
13-Jul-2023 07:56:45,25.0625
13-Jul-2023 07:56:55,25.0781
13-Jul-2023 07:57:05,25.0625
13-Jul-2023 07:57:15,25.0625
13-Jul-2023 07:57:25,25.0625
13-Jul-2023 07:57:35,25.0703
13-Jul-2023 07:57:45,25.0234
13-Jul-2023 07:57:55,25.0234
13-Jul-2023 07:58:05,25
13-Jul-2023 07:58:15,25
13-Jul-2023 07:58:25,25.0625
13-Jul-2023 07:58:35,25.0391
13-Jul-2023 07:58:45,25.0781
13-Jul-2023 07:58:55,25.0625
13-Jul-2023 07:59:05,25.1172
